0.003729, 0.149167, 50
0.018646, 0.298334, 50
0.052208, 0.671252, 50
0.108146, 1.118753, 50
0.186459, 1.566254, 50
0.287147, 2.013755, 50
0.410209, 2.461257, 50
0.555647, 2.908758, 50
0.723460, 3.356259, 50
0.913648, 3.803760, 50
1.126211, 4.251261, 50
1.361150, 4.698763, 50
1.618463, 5.146264, 50
1.898151, 5.593765, 50
2.200214, 6.041266, 50
2.524653, 6.488767, 50
2.871466, 6.936269, 50
3.240655, 7.383770, 50
3.632218, 7.831271, 50
4.046157, 8.278772, 50
4.482470, 8.726274, 50
4.941159, 9.173775, 50
5.422223, 9.621276, 50
5.925662, 10.068777, 50
6.451476, 10.516278, 50
6.999665, 10.963780, 50
7.570229, 11.411281, 50
8.163168, 11.858782, 50
8.778482, 12.306283, 50
9.416171, 12.753784, 50
10.072506, 13.126702, 50
10.740029, 13.350453, 50
11.410660, 13.412612, 50
12.076318, 13.313179, 50
12.729547, 13.064579, 50
13.363509, 12.679237, 50
13.975096, 12.231736, 50
14.564308, 11.784234, 50
15.009151, 8.896865, 50
15.419198, 8.200930, 50
15.831304, 8.242129, 50
16.247834, 8.330604, 50
16.666975, 8.382816, 50
17.085375, 8.368006, 50
17.499647, 8.285428, 50
17.906891, 8.144883, 50
18.304738, 7.956934, 50
18.691205, 7.729347, 50
19.064523, 7.466366, 50
19.422983, 7.169192, 50
19.764833, 6.837011, 50
20.088249, 6.468315, 50
20.391362, 6.062253, 50
20.672346, 5.619685, 50
20.929527, 5.143623, 50
21.161476, 4.638970, 50
21.367062, 4.111732, 50
21.545465, 3.568062, 50
21.696138, 3.013463, 50
21.818754, 2.452317, 50
21.913142, 1.887749, 50
21.979228, 1.321727, 50
22.017779, 0.771021, 50
22.034301, 0.330430, 50
22.038234, 0.078674, 50
22.038234, 0.000000, 50
