0.006165, 0.246618, 50
0.024662, 0.369927, 50
0.055489, 0.616546, 50
0.098647, 0.863164, 50
0.154136, 1.109782, 50
0.221956, 1.356400, 50
0.302107, 1.603018, 50
0.394589, 1.849637, 50
0.499402, 2.096255, 50
0.616546, 2.342873, 50
0.746020, 2.589491, 50
0.887826, 2.836109, 50
1.041962, 3.082728, 50
1.208429, 3.329346, 50
1.387227, 3.575964, 50
1.578357, 3.822582, 50
1.781817, 4.069200, 50
1.997607, 4.315819, 50
2.225729, 4.562437, 50
2.466182, 4.809055, 50
2.718966, 5.055673, 50
2.984080, 5.302292, 50
3.261526, 5.548910, 50
3.551302, 5.795528, 50
3.853410, 6.042146, 50
4.167848, 6.288764, 50
4.494617, 6.535383, 50
4.833717, 6.782001, 50
5.185148, 7.028619, 50
5.548910, 7.275237, 50
5.925002, 7.521855, 50
6.313426, 7.768474, 50
6.714181, 8.015092, 50
7.127266, 8.261710, 50
7.552683, 8.508328, 50
7.990430, 8.754946, 50
8.440508, 9.001565, 50
8.902917, 9.248183, 50
9.377657, 9.494801, 50
9.864728, 9.741419, 50
10.364130, 9.988037, 50
10.866278, 10.042958, 50
11.358841, 9.851260, 50
11.839073, 9.604641, 50
12.306974, 9.358023, 50
12.762545, 9.111405, 50
13.205784, 8.864787, 50
13.636692, 8.618169, 50
14.055270, 8.371550, 50
14.461517, 8.124932, 50
14.855432, 7.878314, 50
15.242570, 7.742758, 50
15.626614, 7.680869, 50
16.005166, 7.571041, 50
16.377976, 7.456209, 50
16.744839, 7.337250, 50
17.105525, 7.213734, 50
17.459719, 7.083881, 50
17.806949, 6.944596, 50
18.146534, 6.791700, 50
18.477557, 6.620451, 50
18.798874, 6.426356, 50
19.109181, 6.206128, 50
19.407107, 5.958517, 50
19.691341, 5.684693, 50
19.960743, 5.388040, 50
20.214415, 5.073441, 50
20.451733, 4.746352, 50
20.672331, 4.411964, 50
20.876064, 4.074650, 50
21.062950, 3.737723, 50
21.233122, 3.403444, 50
21.386781, 3.073175, 50
21.524159, 2.747572, 50
21.645499, 2.426790, 50
21.751031, 2.110644, 50
21.840968, 1.798732, 50
21.915494, 1.490530, 50
21.974766, 1.185443, 50
22.018909, 0.882848, 50
22.048014, 0.582111, 50
22.062144, 0.282599, 50
22.065471, 0.066541, 50
22.065471, 0.000000, 50
